#front|back
今天 天氣 不錯 。|The weather's nice today.<br /><br />今天 天氣 不錯 。<br /><br />jīntiān tiānqì búcuò.
我 沒有 在讀 英文 。|I'm not studying english.<br /><br />我 沒有 在讀 英文 。<br /><br />wǒ méiyǒu zàidú yīngwén.
我 在聽 音樂 。|I'm listening to music.<br /><br />我 在聽 音樂 。<br /><br />wǒ zàitīng yīnyuè.
沒有 出 太陽 。|The sun isn't shining.<br /><br />沒有 出 太陽 。<br /><br />méiyǒu chū tàiyáng.
我 在穿 鞋子 。|I'm wearing my shoes.<br /><br />我 在穿 鞋子 。<br /><br />wǒ zàichuān xiézǐ.
我 沒有 在看 報紙 。|I'm not reading the newspaper.<br /><br />我 沒有 在看 報紙 。<br /><br />wǒ méiyǒu zàikàn bàozhǐ.
你 覺得 還好 嗎 ？|Are you feeling okay?<br /><br />你 覺得 還好 嗎 ？<br /><br />nǐ juéde háihǎo mā?
對 ， 我 還好。|Yes, I'm fine.<br /><br />對 ， 我 還好。<br /><br />duì, wǒ háihǎo.
下雨 嗎 ？|Is it raining?<br /><br />下雨 嗎 ？<br /><br />xiàyǔ mā?
對 ， 帶把 傘 。|Yes, take an umbrella.<br /><br />對 ， 帶把 傘 。<br /><br />duì, dàibǎ sǎn.
你 為什麼 穿 大衣 ？|Why are you wearing a coat?<br /><br />你 為什麼 穿 大衣 ？<br /><br />nǐ wèishéme chuān dàyī?
不會 冷 。|It's not cold.<br /><br />不會 冷 。<br /><br />búhuì lěng.
他 在做 什麼 ？|What's he doing?<br /><br />他 在做 什麼 ？<br /><br />tā zàizuò shéme?
他 在看 報紙 。|He's reading the newspaper.<br /><br />他 在看 報紙 。<br /><br />tā zàikàn bàozhǐ.
孩子們 在做 什麼 ？|What are the children doing?<br /><br />孩子們 在做 什麼 ？<br /><br />háizǐmen zàizuò shéme?
他們 在看 電視 。|They're watching TV.<br /><br />他們 在看 電視 。<br /><br />tāmen zàikàn diànshì.
她 要去 哪裡 ？|Where's she going?<br /><br />她 要去 哪裡 ？<br /><br />tā yàoqù nǎlǐ?
你 在等 誰 ？|Who are you waiting for?<br /><br />你 在等 誰 ？<br /><br />nǐ zàiděng shéi?
你 在等 約翰 嗎 ？|Are you waiting for John?<br /><br />你 在等 約翰 嗎 ？<br /><br />nǐ zàiděng yuēhàn mā?
你 要走了 嗎 ？|Are you leaving now?<br /><br />你 要走了 嗎 ？<br /><br />nǐ yàozǒule· mā?
對 ， 我 要走了 。|Yes, I am [leaving now]<br /><br />對 ， 我 要走了 。<br /><br />duì, wǒ yàozǒule·.
克里斯 今天 要工作 嗎 ？|Is Chris working today?<br /><br />克里斯 今天 要工作 嗎 ？<br /><br />kèlǐsī jīntiān yàogōngzuò mā?
不用 ， 他 不用 。|No, he isn't [working].<br /><br />不用 ， 他 不用 。<br /><br />búyòng, tā búyòng.
有 出 太陽 嗎 ？|Is the sun shining?<br /><br />有 出 太陽 嗎 ？<br /><br />yǒu chū tàiyáng mā?
有 。|Yes, it is [the sun is shining].<br /><br />有 。<br /><br />yǒu.
你朋友 住 旅館 嗎 ？|Are your friends staying at a hotel?<br /><br />你朋友 住 旅館 嗎 ？<br /><br />nǐpéngyǒu zhù lǚguǎn mā?
沒有 ， 他們 跟 我 住 。|No, they're staying with me.<br /><br />沒有 ， 他們 跟 我 住 。<br /><br />méiyǒu, tāmen gēn wǒ zhù.
繁  你 在看 電視 嗎 ？|Are you watching TV?<br /><br />繁  你 在看 電視 嗎 ？<br /><br />nǐ zàikàn diànshì mā?
繁  沒有 ， 你 可以 關掉 。|No, you can turn it off.<br /><br />繁  沒有 ， 你 可以 關掉 。<br /><br />méiyǒu, nǐ kěyǐ guāndiào.
繁  你 要走了 嗎 ？|Are you leaving now?<br /><br />繁  你 要走了 嗎 ？<br /><br />nǐ yàozǒule· mā?
繁  對 ， 明天 見 。|Yes, see you tomorrow.<br /><br />繁  對 ， 明天 見 。<br /><br />duì, míngtiān jiàn.
下雨 嗎 ？|Is it raining?<br /><br />下雨 嗎 ？<br /><br />xiàyǔ mā?
沒有 ， 現在 沒有 。|No, not right now.<br /><br />沒有 ， 現在 沒有 。<br /><br />méiyǒu, xiànzài méiyǒu.
你 喜歡 這部 電影 嗎 ？|Are you enjoying the movie?<br /><br />你 喜歡 這部 電影 嗎 ？<br /><br />nǐ xǐhuān zhèbù diànyǐng mā?
喜歡 ， 這部 電影 非常 有趣 。|Yes, it's very funny.<br /><br />喜歡 ， 這部 電影 非常 有趣 。<br /><br />xǐhuān, zhèbù diànyǐng fēicháng yǒuqù.
時鐘 壞了 嗎 ？|Does the clock work?<br /><br />時鐘 壞了 嗎 ？<br /><br />shízhōng huàile· mā?
對 ， 它 壞了 。 它 故障了 。|No, it's broken.<br /><br />對 ， 它 壞了 。 它 故障了 。<br /><br />duì, tā huàile·. tā gùzhàngle·.
你 在等 公車 嗎 ？|Are you waiting for a bus?<br /><br />你 在等 公車 嗎 ？<br /><br />nǐ zàiděng gōngchē mā?
沒有 ， 我 在等 計程車 。|No, I'm waiting for a taxi.<br /><br />沒有 ， 我 在等 計程車 。<br /><br />méiyǒu, wǒ zàiděng jìchéngchē.
你 在讀 什麼 ？|What are you reading?<br /><br />你 在讀 什麼 ？<br /><br />nǐ zàidú shéme?
她 要去 哪裡 ？|Where is she going?<br /><br />她 要去 哪裡 ？<br /><br />tā yàoqù nǎlǐ?
你 在吃 什麼 ？|What are you eating?<br /><br />你 在吃 什麼 ？<br /><br />nǐ zàichī shéme?
你 怎麼 在哭 ？|Why are you crying?<br /><br />你 怎麼 在哭 ？<br /><br />nǐ zěnme zàikū?
他們 在看 什麼 ？|What are they looking at?<br /><br />他們 在看 什麼 ？<br /><br />tāmen zàikàn shéme?
他 在笑 什麼 ？|Why is he laughing?<br /><br />他 在笑 什麼 ？<br /><br />tā zàixiào shéme?
你 有 在聽 嗎 ？|Are you listening to me?<br /><br />你 有 在聽 嗎 ？<br /><br />nǐ yǒu zàitīng mā?
你朋友 要去 哪裡 ？|Where are your friends going?<br /><br />你朋友 要去 哪裡 ？<br /><br />nǐpéngyǒu yàoqù nǎlǐ?
你的 爸媽 在看 電視 嗎 ？|Are your parents watching TV?<br /><br />你的 爸媽 在看 電視 嗎 ？<br /><br />nǐde· bàmā zàikàn diànshì mā?
克萊爾 在煮 什麼？|What's Claire cooking?<br /><br />克萊爾 在煮 什麼？<br /><br />kèláiěr zàizhǔ shéme?
你 為什麼 看著 我 ？|Why are you looking at me?<br /><br />你 為什麼 看著 我 ？<br /><br />nǐ wèishéme kànzhe· wǒ?
公車 要來了 嗎 ？|Is the bus coming?<br /><br />公車 要來了 嗎 ？<br /><br />gōngchē yàoláile· mā?
你 在看 電視 嗎 ？|Are you watching TV?<br /><br />你 在看 電視 嗎 ？<br /><br />nǐ zàikàn diànshì mā?
沒有 ， 我 沒有 。|No, I'm not [watching TV].<br /><br />沒有 ， 我 沒有 。<br /><br />méiyǒu, wǒ méiyǒu.
你 有戴 手錶 嗎 ？|Are you wearing a watch?<br /><br />你 有戴 手錶 嗎 ？<br /><br />nǐ yǒudài shǒubiǎo mā?
沒有 ， 我 沒有 。|No, I'm not [wearing a watch].<br /><br />沒有 ， 我 沒有 。<br /><br />méiyǒu, wǒ méiyǒu.
他 在吃 什麼 嗎 ？|Is he eating something?<br /><br />他 在吃 什麼 嗎 ？<br /><br />tā zàichī shéme mā?
沒有 ， 他 沒有 在吃 。|No, he isn't [eating].<br /><br />沒有 ， 他 沒有 在吃 。<br /><br />méiyǒu, tā méiyǒu zàichī.
下雨 嗎 ？|Is it raining?<br /><br />下雨 嗎 ？<br /><br />xiàyǔ mā?
沒有 ， 沒有 在下雨 。|No, it isn't [raining].<br /><br />沒有 ， 沒有 在下雨 。<br /><br />méiyǒu, méiyǒu zàixiàyǔ.
繁  你 坐在 地板上 嗎 ？|Are you sitting on the floor?<br /><br />繁  你 坐在 地板上 嗎 ？<br /><br />nǐ zuòzài dìbǎnshàng mā?
繁  對 ， 我 坐在 地板上 。|Yes, I am [sitting on the floor].<br /><br />繁  對 ， 我 坐在 地板上 。<br /><br />duì, wǒ zuòzài dìbǎnshàng.
繁  你 覺得 還好 嗎 ？|Are you feeling all right?<br /><br />繁  你 覺得 還好 嗎 ？<br /><br />nǐ juéde háihǎo mā?
繁  不好， 我 覺得 不好。|No, I'm not [feeling all right].<br /><br />繁  不好， 我 覺得 不好。<br /><br />bùhǎo, wǒ juéde bùhǎo.
他們 在看 書 。|They're looking at their books.<br /><br />他們 在看 書 。<br /><br />tāmen zàikàn shū.
他們 讀 很多 。|They read a lot.<br /><br />他們 讀 很多 。<br /><br />tāmen dú hěnduō.
他 在吃 冰淇淋 。|He's eating ice cream.<br /><br />他 在吃 冰淇淋 。<br /><br />tā zàichī bīngqílín.
他 喜歡 冰淇淋 。|He likes ice cream.<br /><br />他 喜歡 冰淇淋 。<br /><br />tā xǐhuān bīngqílín.
我 是 上班族 。|I work in an office.<br /><br />我 是 上班族 。<br /><br />wǒ shì shàngbānzú.
我 弟弟 在 銀行 工作 。|My brother works in a bank.<br /><br />我 弟弟 在 銀行 工作 。<br /><br />wǒ dìdì zài yínháng gōngzuò.
她 住在 紐約 。|She lives in New York.<br /><br />她 住在 紐約 。<br /><br />tā zhùzài niǔyuē.
她的 父母 住在 芝加哥 。|Her parents live in Chicago.<br /><br />她的 父母 住在 芝加哥 。<br /><br />tāde· fùmǔ zhùzài zhījiāgē.
這裡 冬天 常 下雨 。|It rains a lot in the winter.<br /><br />這裡 冬天 常 下雨 。<br /><br />zhèlǐ dōngtiān cháng xiàyǔ.
麥克 每天 中午 在 家 吃 午餐 。|Mike has lunch at home every day.<br /><br />麥克 每天 中午 在 家 吃 午餐 。<br /><br />màikè měitiān zhōngwǔ zài jiā chī wǔcān.
我 喜歡 大城市 。|I like big cities.<br /><br />我 喜歡 大城市 。<br /><br />wǒ xǐhuān dàchéngshì.
你的 英文 很好。|Your English is good.<br /><br />你的 英文 很好。<br /><br />nǐde· yīngwén hěnhǎo.
你的 英文 說得 很好。|You speak English very well.<br /><br />你的 英文 說得 很好。<br /><br />nǐde· yīngwén shuōdé hěnhǎo.
稔 很認真 工作 。|Minoru works very hard.<br /><br />稔 很認真 工作 。<br /><br />rěn hěnrènzhēn gōngzuò.
他 七點半 開始 。|He starts at seven thirty (7:30).<br /><br />他 七點半 開始 。<br /><br />tā qīdiǎnbàn kāishǐ.
然後 他 晚上 八點 結束 。|And he finishes at eight [o'clock] (8:00) at night.<br /><br />然後 他 晚上 八點 結束 。<br /><br />ránhòu tā wǎnshàng bādiǎn jiéshù.
地球 繞著 太陽 轉 。|The earth goes around the sun.<br /><br />地球 繞著 太陽 轉 。<br /><br />dìqiú ràozhe· tàiyáng zhuǎn.
我們 在 空閒時間 做 很多 不同的 事情 。|We do a lot of different things in our free time.<br /><br />我們 在 空閒時間 做 很多 不同的 事情 。<br /><br />wǒmen zài kōngxiánshíjiān zuò hěnduō bùtóngde· shìqíng.
這 要花 好多 錢 。|It costs a lot of money.<br /><br />這 要花 好多 錢 。<br /><br />zhè yàohuā hǎoduō qián.
她 都會 提早 去 公司 。|She always goes to work early.<br /><br />她 都會 提早 去 公司 。<br /><br />tā dōuhuì tízǎo qù gōngsī.
她 都會 提早 到 公司 。|She always gets to work early.<br /><br />她 都會 提早 到 公司 。<br /><br />tā dōuhuì tízǎo dào gōngsī.
我們 週末 通常 會睡 晚一點 。|We often sleep late on weekends.<br /><br />我們 週末 通常 會睡 晚一點 。<br /><br />wǒmen zhōumò tōngcháng huìshuì wǎnyìdiǎn.
惠美 通常 在 星期日 打 網球 。|Megumi usually plays tennis on Sundays.<br /><br />惠美 通常 在 星期日 打 網球 。<br /><br />huìměi tōngcháng zài xīngqírì dǎ wǎngqiú.
我 有時候 走路 去 工作 ， 但 沒有 經常 這樣 。|I sometimes walk to work, but not often.<br /><br />我 有時候 走路 去 工作 ， 但 沒有 經常 這樣 。<br /><br />wǒ yǒushíhòu zǒulù qù gōngzuò, dàn méiyǒu jīngcháng zhèyàng.
她 閱讀 。|She reads.<br /><br />她 閱讀 。<br /><br />tā yuèdú.
他 思考 。|He thinks.<br /><br />他 思考 。<br /><br />tā sīkǎo.
它 會飛 。|It flies.<br /><br />它 會飛 。<br /><br />tā huìfēi.
他 跳舞 。|He dances.<br /><br />他 跳舞 。<br /><br />tā tiàowǔ.
繁  她 有 。|She has.<br /><br />繁  她 有 。<br /><br />tā yǒu.
繁  它 完成 。|It finishes.<br /><br />繁  它 完成 。<br /><br />tā wánchéng.
繁  他 彈 鋼琴 。|He plays the piano.<br /><br />繁  他 彈 鋼琴 。<br /><br />tā tán gāngqín.
繁  他們 住在 大房子裡 。|They live in a very big house.<br /><br />繁  他們 住在 大房子裡 。<br /><br />tāmen zhùzài dàfángzǐlǐ.
她 吃 很多 水果 。|She eats a lot of fruit.<br /><br />她 吃 很多 水果 。<br /><br />tā chī hěnduō shuǐguǒ.
他 打 網球 。|He plays tennis.<br /><br />他 打 網球 。<br /><br />tā dǎ wǎngqiú.
我們 常 去看 電影 。|We go to the movies a lot.<br /><br />我們 常 去看 電影 。<br /><br />wǒmen cháng qùkàn diànyǐng.
他 每個 晚上 睡 七個 小時 。|He sleeps seven (7) hours a night.<br /><br />他 每個 晚上 睡 七個 小時 。<br /><br />tā měige· wǎnshàng shuì qīge· xiǎoshí.
她 會 說 四種 語言 。|She speaks four (4) languages.<br /><br />她 會 說 四種 語言 。<br /><br />tā huì shuō sìzhǒng yǔyán.
銀行 通常 早上 九點 開 。|Banks usually open at nine (9:00) in the morning.<br /><br />銀行 通常 早上 九點 開 。<br /><br />yínháng tōngcháng zǎoshàng jiǔdiǎn kāi.
這個 博物館 下午 五點 關 。|The museum closes at five (5) in the afternoon.<br /><br />這個 博物館 下午 五點 關 。<br /><br />zhège· bówùguǎn xiàwǔ wǔdiǎn guān.
她 是 老師 。 她 教 小朋友 數學 。|She's a teacher. She teaches math to children.<br /><br />她 是 老師 。 她 教 小朋友 數學 。<br /><br />tā shì lǎoshī. tā jiào xiǎopéngyǒu shùxué.
我的 工作 非常 有趣 。 我 可以 認識 很多 人 。|My job is very interesting. I meet a lot of people.<br /><br />我的 工作 非常 有趣 。 我 可以 認識 很多 人 。<br /><br />wǒde· gōngzuò fēicháng yǒuqù. wǒ kěyǐ rènshì hěnduō rén.
他的 車 一直 很髒 。 他 都 不洗 。|His car is always dirty. He never cleans it.<br /><br />他的 車 一直 很髒 。 他 都 不洗 。<br /><br />tāde· chē yìzhí hěnzāng. tā dōu bùxǐ.
食物 好貴 。 要花 好多 錢 。|Food is expensive. It costs a lot of money.<br /><br />食物 好貴 。 要花 好多 錢 。<br /><br />shíwù hǎoguì. yàohuā hǎoduō qián.
鞋子 好貴 。 要花 好多 錢 。|Shoes are expensive. They cost a lot of money.<br /><br />鞋子 好貴 。 要花 好多 錢 。<br /><br />xiézǐ hǎoguì. yàohuā hǎoduō qián.
水 在 攝氏 一百度時 沸騰 。|Water boils at one hundred degrees (100º) Celsius.<br /><br />水 在 攝氏 一百度時 沸騰 。<br /><br />shuǐ zài shèshì yìbǎidùshí fèiténg.
我們 是 好朋友 。 我 喜歡 她 、 她 喜歡 我 。|We're good friends. I like her and she likes me.<br /><br />我們 是 好朋友 。 我 喜歡 她 、 她 喜歡 我 。<br /><br />wǒmen shì hǎopéngyǒu. wǒ xǐhuān tā, tā xǐhuān wǒ.
她 都會 提早 到 。|She always arrives early.<br /><br />她 都會 提早 到 。<br /><br />tā dōuhuì tízǎo dào.
我 都不會 一個人 去看 電影。|I never go to the movies alone.<br /><br />我 都不會 一個人 去看 電影。<br /><br />wǒ dōubúhuì yīge·rén qùkàn diànyǐng.
她 一直 很努力 工作 。|She always works hard.<br /><br />她 一直 很努力 工作 。<br /><br />tā yìzhí hěnnǔlì gōngzuò.
小孩 通常 喜歡 巧克力 。|Children usually like chocolate.<br /><br />小孩 通常 喜歡 巧克力 。<br /><br />xiǎohái tōngcháng xǐhuān qiǎokèlì.
她 一直都 喜歡 派對 。|She always enjoys parties.<br /><br />她 一直都 喜歡 派對 。<br /><br />tā yìzhídōu xǐhuān pàiduì.
繁  我 常 忘記 別人的 名字 。|I often forget people's names.<br /><br />繁  我 常 忘記 別人的 名字 。<br /><br />wǒ cháng wàngjì biérénde· míngzì.
繁  他 從 不看 電視 。|He never watches TV.<br /><br />繁  他 從 不看 電視 。<br /><br />tā cóng búkàn diànshì.
繁  我們 通常 在 六點半 吃 晚餐 。|We usually have dinner at six thirty (6:30).<br /><br />繁  我們 通常 在 六點半 吃 晚餐 。<br /><br />wǒmen tōngcháng zài liùdiǎnbàn chī wǎncān.
繁  她 都穿 漂亮的 衣服 。|She always wears nice clothes.<br /><br />繁  她 都穿 漂亮的 衣服 。<br /><br />tā dōuchuān piàoliàngde· yīfú.
我 經常 在 晚上 看 電視 。|I usually watch TV in the evening.<br /><br />我 經常 在 晚上 看 電視 。<br /><br />wǒ jīngcháng zài wǎnshàng kàn diànshì.
我 不在 床上 閱讀 。|I never read in bed.<br /><br />我 不在 床上 閱讀 。<br /><br />wǒ búzài chuángshàng yuèdú.
我 通常 七點前 起床 。|I often get up before seven (7:00).<br /><br />我 通常 七點前 起床 。<br /><br />wǒ tōngcháng qīdiǎnqián qǐchuáng.
我 一直都 搭 公車 上班 。|I always go to work by bus.<br /><br />我 一直都 搭 公車 上班 。<br /><br />wǒ yìzhídōu dā gōngchē shàngbān.
繁  我 通常 搭 公車 去 學校 。|I usually go to school by bus.<br /><br />繁  我 通常 搭 公車 去 學校 。<br /><br />wǒ tōngcháng dā gōngchē qù xuéxiào.
繁  我 一直都 在 早上 喝 咖啡 。|I always drink coffee in the morning.<br /><br />繁  我 一直都 在 早上 喝 咖啡 。<br /><br />wǒ yìzhídōu zài zǎoshàng hē kāfēi.
繁  她 不喝 咖啡 。|She doesn't drink coffee.<br /><br />繁  她 不喝 咖啡 。<br /><br />tā bùhē kāfēi.
繁  他 不喜歡 他的 工作 。|He doesn't like his job.<br /><br />繁  他 不喜歡 他的 工作 。<br /><br />tā bùxǐhuān tāde· gōngzuò.
我 喝 咖啡 ， 但 我 不喝 茶 。|I drink coffee, but I don't drink tea.<br /><br />我 喝 咖啡 ， 但 我 不喝 茶 。<br /><br />wǒ hē kāfēi, dàn wǒ bùhē chá.
她 喝 茶 ， 但 不喝 咖啡 。|She drinks tea, but she doesn't drink coffee.<br /><br />她 喝 茶 ， 但 不喝 咖啡 。<br /><br />tā hē chá, dàn bùhē kāfēi.
你 沒有 努力 工作 。|You don't work very hard.<br /><br />你 沒有 努力 工作 。<br /><br />nǐ méiyǒu nǔlì gōngzuò.
我們 不常 看 電視 。|We don't watch TV very often.<br /><br />我們 不常 看 電視 。<br /><br />wǒmen bùcháng kàn diànshì.
天氣 經常 不錯 。|The weather is usually nice.<br /><br />天氣 經常 不錯 。<br /><br />tiānqì jīngcháng búcuò.
不常 下雨 。|It doesn't rain very often.<br /><br />不常 下雨 。<br /><br />bùcháng xiàyǔ.
他們 沒有 認識 很多 人 。|They don't know many people.<br /><br />他們 沒有 認識 很多 人 。<br /><br />tāmen méiyǒu rènshì hěnduō rén.
